Crop_Type,Soil_Type,Soil_pH,Soil_Organic_Carbon,Total_Nitrogen,Available_Phosphorus,Available_Potassium,Bulk_Density,Rainfall,Temperature,Humidity,Wind_Speed,Evapotranspiration,Soil_Moisture_Level,Growth_Stage,Fertilizer_Type,Application_Rate,Application_Method,Coating_Type,Irrigation_Type,Water_Amount,Total_Fertilizer_Loss_kg_ha,Fertilizer_Loss_Percentage,Nitrogen_Loss,Phosphorus_Loss,Potassium_Loss
Corn,Clay,7.66,1.02,245.43,77.68,255.19,1.24,63.9,17.28,94.14,1.96,3.95,Medium,Mid,NK,141.01,Foliar,Normal,Sprinkler,19.56,47.95,34,23.98,14.38,9.59
Corn,Clay,7.96,1.47,260.81,28.69,213.84,1.42,85.29,33.96,65.5,3.09,4.79,Low,Mid,Organic,65.52,Broadcast,Normal,Flood,45.61,42.26,64.5,21.13,12.68,8.45
Citrus,Loamy,7.5,1.35,276.87,35.45,245.14,1.12,93.5,35.4,45.56,2.96,7.42,Medium,Initial,PK,118.52,Foliar,Biochar,Flood,48.04,53.69,45.3,26.84,16.11,10.74
Corn,Clay,6.9,1.55,274.18,15.22,292.37,1.59,49.51,20.37,82.25,2.15,5.51,High,Initial,NPK,139.77,Foliar,Controlled_Release,Drip,32.05,41.87,29.96,20.94,12.56,8.37
Rice,Loamy,6.39,1.07,276.76,75.52,271.68,1.42,2.99,16.66,78.85,3.99,6.46,Low,Late,NK,130.68,Drip,Biochar,Flood,21.86,32.85,25.14,16.42,9.86,6.57
Corn,Sandy,5.87,1.43,73.68,48.21,146.79,1.19,84.23,16.69,43,5.47,5.3,Low,Late,Organic,161.85,Foliar,Normal,Sprinkler,67.65,60.33,37.28,30.16,18.1,12.07
Corn,Sandy,6.98,0.79,214.87,46.14,145.09,1.46,37.57,20.87,71.41,4.33,3.22,High,Late,Organic,199,Foliar,Controlled_Release,Flood,78.79,57.57,28.93,28.78,17.27,11.51
Citrus,Sandy,7.66,1.92,225.26,11.06,277.19,1.42,28.55,28.59,47.63,2.72,5.78,High,Late,Organic,95.25,Broadcast,Biochar,Flood,51.79,36.37,38.18,18.18,10.91,7.27
Citrus,Loamy,7.14,1.24,117.05,10.24,103.36,1.58,95.59,30.62,94.2,2.79,7.13,High,Initial,PK,139.67,Drip,Controlled_Release,Sprinkler,56.99,53.02,37.96,26.51,15.91,10.6
Corn,Clay,7.66,1.58,298.23,57.75,391.26,1.24,45.29,36.37,84.84,5.42,5.86,High,Late,NPK,183.74,Drip,Biochar,Flood,41.65,52.47,28.56,26.24,15.74,10.49
Wheat,Sandy,6.51,1.71,121.46,43.76,346.37,1.13,59,36.3,47.26,5.17,3.16,High,Late,NK,149.34,Foliar,Biochar,Drip,22.51,53.3,35.69,26.65,15.99,10.66
Citrus,Loamy,5.7,2.17,193.72,45.53,208.56,1.19,46.18,36.14,45.37,4.12,5.9,High,Late,Urea,159.65,Drip,Normal,Flood,59.92,51.77,32.43,25.88,15.53,10.35
Vegetable,Clay,7.81,0.66,268.09,55.52,233.75,1.31,108.94,21.13,55.51,1,3.75,High,Mid,Organic,61.64,Foliar,Normal,Drip,67.33,49.88,80.92,24.94,14.96,9.98
Vegetable,Clay,6.16,1.47,122.3,20.22,173.99,1.22,50.94,28.55,54.2,3.31,5.43,High,Initial,PK,160.7,Broadcast,Normal,Flood,74.36,58.71,36.53,29.36,17.61,11.74
Rice,Clay,7.35,2.29,201.63,79.88,103.35,1.47,44.65,30.38,63.98,4.48,5.2,Medium,Initial,Urea,167.12,Broadcast,Normal,Flood,24.36,42.49,25.42,21.24,12.75,8.5
Corn,Loamy,7.91,1.16,230,15.65,257.01,1.12,25.7,26.85,40.6,1.7,4.18,Low,Late,NK,76.26,Drip,Biochar,Drip,65.66,28.95,37.96,14.48,8.68,5.79
Wheat,Loamy,5.92,1.39,206.68,28.75,396.08,1.16,53.19,15.63,76.68,0.88,5.12,Low,Late,NK,63.12,Drip,Biochar,Drip,35.8,30.63,48.53,15.32,9.19,6.13
Rice,Loamy,7.3,0.67,151.49,58.57,107.03,1.25,59.58,24.29,66.98,4.85,2.12,Medium,Mid,Urea,125.86,Broadcast,Normal,Drip,63.21,50.03,39.75,25.02,15.01,10.01
Corn,Sandy,7.57,2,286.19,46.11,237.64,1.38,79.62,18.52,43.02,4.1,7.72,Medium,Late,PK,90.23,Broadcast,Biochar,Sprinkler,24.35,39.92,44.24,19.96,11.98,7.98
Citrus,Loamy,7.74,0.67,203.08,16.76,386.06,1.25,87.59,15.4,42.12,3.71,6.79,High,Late,PK,177.51,Broadcast,Controlled_Release,Flood,31.27,64.69,36.44,32.34,19.41,12.94
Vegetable,Sandy,5.94,1.76,106.09,64.24,393.81,1.38,28.26,17.85,49.39,0.56,2.68,Medium,Initial,Organic,115.76,Foliar,Controlled_Release,Drip,21.95,34.96,30.2,17.48,10.49,6.99
Wheat,Sandy,7.98,1.25,251.53,77.93,220.07,1.26,113.26,34.04,57.98,5.9,3.76,Low,Late,PK,175.24,Broadcast,Normal,Flood,56.54,70.16,40.04,35.08,21.05,14.03
Vegetable,Sandy,5.78,1.18,213.97,43.12,75.58,1.48,75.82,31.96,43.35,1.62,6.06,Medium,Mid,NK,128.42,Drip,Biochar,Drip,75.5,52.53,40.9,26.26,15.76,10.51
Citrus,Loamy,7.06,1.67,77.38,27.72,137.51,1.47,12.28,28.12,57.92,5.64,5.59,High,Initial,NK,78.24,Broadcast,Normal,Flood,74.05,29.69,37.95,14.84,8.91,5.94
Corn,Sandy,6.83,1.64,119.54,17.48,296.31,1.5,91.76,35.78,89.5,4.82,3.86,Medium,Late,NK,160.72,Drip,Normal,Sprinkler,65.51,65.22,40.58,32.61,19.57,13.04
Citrus,Loamy,6.17,1.31,89.53,24.37,74.39,1.58,84.12,25.24,68.55,4.01,2.93,Low,Initial,PK,183.9,Foliar,Normal,Flood,63.33,60.52,32.91,30.26,18.16,12.1
Citrus,Loamy,6.41,1.06,68.17,31.79,273.24,1.51,83.11,22.5,40.59,2.77,7.49,High,Initial,PK,91.02,Foliar,Controlled_Release,Drip,70.86,45.05,49.49,22.52,13.51,9.01
Vegetable,Sandy,5.99,1.52,107.55,23.16,207.64,1.51,93.9,25.23,75.6,3.54,2.67,Low,Late,NK,179.9,Drip,Controlled_Release,Sprinkler,57.38,60.41,33.58,30.2,18.12,12.08
Wheat,Sandy,6.78,1.03,119.53,57.91,113.24,1.29,76.74,18.54,90.37,5.43,3.28,High,Late,PK,192.69,Broadcast,Controlled_Release,Flood,53.86,65.92,34.21,32.96,19.78,13.18
Citrus,Sandy,5.61,0.71,166.63,11.61,84.85,1.26,2.03,31.25,49.62,3.49,5.63,Medium,Initial,Organic,113.07,Foliar,Controlled_Release,Drip,36.9,35.33,31.25,17.66,10.6,7.07
Vegetable,Loamy,8.17,2.1,292.32,38.64,289.04,1.21,79.11,27.16,65.31,3.01,4.67,Low,Late,Urea,196.67,Foliar,Normal,Sprinkler,66.9,62,31.52,31,18.6,12.4
Wheat,Loamy,5.99,1.9,285.82,36.19,111.63,1.32,96.11,39.13,58.99,2.42,3.92,High,Late,Urea,176.71,Drip,Controlled_Release,Drip,69.04,62.69,35.48,31.34,18.81,12.54
Corn,Sandy,8.16,0.67,238.42,71.46,232.95,1.29,65.7,31.22,42.63,2.79,7.3,High,Mid,Organic,90.68,Foliar,Controlled_Release,Sprinkler,19.83,48.65,53.65,24.32,14.6,9.73
Corn,Sandy,8.09,0.83,211.63,29.09,222.56,1.21,22.01,31.48,53.86,1.55,3.74,Medium,Initial,Organic,187.12,Drip,Normal,Drip,32.37,51.74,27.65,25.87,15.52,10.35
Rice,Clay,6.86,0.7,286.82,50.77,285.77,1.1,80.72,31.9,58.75,1.08,6.48,Medium,Late,NPK,199.69,Drip,Controlled_Release,Drip,26.77,68.67,34.39,34.34,20.6,13.73
Vegetable,Sandy,6.99,2.08,85.61,10.33,200.96,1.33,5.65,18.17,86.22,2.53,2.78,High,Initial,NPK,74.13,Foliar,Normal,Sprinkler,53.93,23.08,31.13,11.54,6.92,4.62
Wheat,Clay,6.41,2.05,132.58,74.19,370.39,1.59,55.19,37.75,51.17,3.35,4.83,Medium,Initial,Urea,171.17,Foliar,Controlled_Release,Flood,58.23,54.02,31.56,27.01,16.21,10.8
Citrus,Clay,8.49,1.32,188.33,54.57,348.35,1.46,57.44,25.09,76.79,2.24,4.79,Low,Late,NPK,187.27,Broadcast,Biochar,Sprinkler,45.52,54.99,29.36,27.5,16.5,11
Corn,Loamy,7.51,2.14,253.48,65.55,336.13,1.57,117.86,21.4,67.63,1.18,5.35,High,Initial,Organic,146.47,Foliar,Normal,Flood,28.97,61.06,41.69,30.53,18.32,12.21
Wheat,Loamy,8.36,2.45,205.95,49.85,147.05,1.35,21.69,15.94,40.5,5.25,6.68,Low,Initial,NPK,119.46,Drip,Controlled_Release,Flood,15.15,26.12,21.87,13.06,7.84,5.22
Vegetable,Clay,6.74,2.44,252.22,67.09,394.73,1.59,64.75,33.02,76.13,4.88,2.07,Medium,Mid,Urea,96.63,Drip,Controlled_Release,Flood,37.23,39.92,41.31,19.96,11.98,7.98
Rice,Clay,8.15,2.46,88.27,15.91,233.46,1.2,83.25,30.79,85.85,2.59,7.35,Low,Mid,NPK,165.62,Foliar,Normal,Drip,21.93,51.85,31.31,25.92,15.56,10.37
Corn,Sandy,6.84,2.19,98.18,59.73,391.82,1.38,1.76,24.21,64.51,1.17,7.33,High,Mid,Organic,60.76,Drip,Normal,Flood,74.83,22.03,36.26,11.02,6.61,4.41
Wheat,Clay,8.1,0.93,235.14,20.42,344.34,1.23,108.41,23.67,50.39,0.62,3.21,High,Initial,NPK,194.85,Drip,Controlled_Release,Flood,13.9,71.15,36.52,35.58,21.35,14.23
Wheat,Sandy,5.89,0.61,137.08,50.35,352.72,1.21,83.7,29.65,82.25,3.73,3.43,High,Initial,Organic,180.63,Broadcast,Biochar,Flood,67.49,66.97,37.08,33.48,20.09,13.39
Wheat,Loamy,7.41,2.12,159.02,79,297.03,1.57,74.99,16.98,41.05,2.85,7.13,Medium,Initial,Organic,199.33,Drip,Controlled_Release,Drip,40.2,59.68,29.94,29.84,17.9,11.94
Vegetable,Sandy,7.54,1.12,247.92,22.64,110.84,1.39,77.06,38.82,67.84,3.52,6.3,High,Initial,NPK,154.57,Broadcast,Biochar,Flood,48.53,59.25,38.33,29.62,17.77,11.85
Vegetable,Loamy,7.47,1.18,67.51,27.93,385.31,1.14,13.82,21.35,42.28,2.05,5.52,Medium,Late,NK,177.6,Foliar,Controlled_Release,Flood,18.66,44.55,25.08,22.28,13.36,8.91
Vegetable,Clay,6.84,0.65,91.99,24.79,190.07,1.28,114.96,23.09,88.13,5.8,6.29,High,Mid,NPK,115.19,Broadcast,Normal,Flood,62.14,61.41,53.31,30.7,18.42,12.28
Citrus,Clay,7.55,1.93,123.95,38.85,380.25,1.52,53,23.74,94.16,4.65,4.58,Medium,Late,Urea,96.97,Broadcast,Controlled_Release,Sprinkler,47.53,37.28,38.44,18.64,11.18,7.46
Wheat,Clay,6.22,1.36,270.87,44.2,357.18,1.15,68.67,35.68,94.52,5.48,2.57,High,Initial,NK,83.18,Broadcast,Normal,Drip,31.59,41.4,49.77,20.7,12.42,8.28
Corn,Sandy,7.29,0.91,151.22,21.2,337.84,1.11,30.45,16.46,48.51,3.66,5.25,Low,Mid,Organic,189.31,Broadcast,Biochar,Drip,66.58,50.49,26.67,25.24,15.15,10.1
Vegetable,Loamy,7.16,1.8,113.03,11.95,52.85,1.52,13.37,26.7,74.48,4.53,3.38,Medium,Mid,NK,128.41,Broadcast,Normal,Flood,28.67,33.41,26.02,16.7,10.02,6.68
Vegetable,Loamy,6.46,2.46,219.61,33.91,251.82,1.44,94.54,35.09,72.4,5.04,5.77,Medium,Mid,Urea,118.98,Broadcast,Normal,Flood,50.76,52.36,44.01,26.18,15.71,10.47
Wheat,Loamy,7.84,1.5,57.57,36.74,135.4,1.14,70.46,36.3,61.91,0.98,3.14,Low,Mid,Organic,66.47,Broadcast,Normal,Sprinkler,44.5,36.5,54.91,18.25,10.95,7.3
Vegetable,Loamy,5.74,1.71,243.78,36.8,358.19,1.19,46.81,30.17,84.31,2.28,3.13,Low,Late,NK,157.29,Broadcast,Biochar,Flood,44.31,48.25,30.68,24.12,14.48,9.65
Citrus,Loamy,6.01,0.83,224.47,56.55,295.53,1.14,19.01,24.03,83.71,0.62,2.56,High,Late,Organic,129.25,Drip,Biochar,Drip,56.93,43.75,33.85,21.88,13.12,8.75
Citrus,Sandy,6.91,0.82,63.77,41.41,277.05,1.13,48.83,31.32,86.91,2.83,4.49,High,Late,Urea,123.3,Foliar,Biochar,Sprinkler,29.81,48.82,39.59,24.41,14.65,9.76
Vegetable,Loamy,8.18,1.42,174.51,17.55,366.58,1.55,0.35,21.6,83.51,5.34,7.32,Medium,Late,NPK,69.29,Foliar,Normal,Flood,71.55,24.71,35.66,12.36,7.41,4.94
Wheat,Clay,7.23,2.19,151.04,75.26,153.49,1.48,116.9,18.57,70.67,2.47,7.23,Low,Late,Urea,68.09,Broadcast,Normal,Sprinkler,36.9,44.02,64.65,22.01,13.21,8.8
Wheat,Loamy,8.03,2.32,89.53,59.05,87.75,1.36,75.96,20.72,69.44,5.41,2.96,High,Initial,Urea,93.93,Broadcast,Controlled_Release,Sprinkler,59.43,36.64,39.01,18.32,10.99,7.33
Wheat,Clay,7.05,1.78,88.51,24.9,156.88,1.26,34.58,32.94,46.33,5.78,6.6,Low,Mid,PK,116.88,Drip,Biochar,Sprinkler,50.09,38.29,32.76,19.14,11.49,7.66
Rice,Sandy,7.86,1.22,90.05,75.46,114.23,1.41,103.68,35.69,87.45,0.94,7.34,Medium,Late,PK,64.54,Drip,Normal,Drip,51.56,52.83,81.86,26.42,15.85,10.57
Vegetable,Sandy,6.48,2,199.92,79.41,138.43,1.24,11.29,22.06,86.82,1.14,2.58,Medium,Mid,Organic,121.99,Foliar,Biochar,Sprinkler,43.75,28.58,23.43,14.29,8.57,5.72
Wheat,Clay,7.95,1.08,92.78,23.82,248.2,1.17,26.61,36.28,87.62,5.37,5.29,High,Mid,Organic,126.86,Foliar,Biochar,Sprinkler,31.14,41.8,32.95,20.9,12.54,8.36
Citrus,Loamy,6.71,0.94,64.9,36.64,209.38,1.34,38.67,31.17,41.55,0.68,5.49,Medium,Mid,NPK,164.08,Foliar,Normal,Drip,51.99,51.16,31.18,25.58,15.35,10.23
Corn,Sandy,7.18,2.09,289.39,14.83,393.34,1.52,108.37,23.78,53.48,4.39,3.64,Low,Mid,Urea,177.48,Foliar,Biochar,Sprinkler,31.95,61.53,34.67,30.76,18.46,12.31
Corn,Sandy,6.03,2,59.79,43.77,196.47,1.44,30.53,39.44,63.44,3.11,3.88,High,Mid,NPK,92.08,Broadcast,Biochar,Flood,43.92,37.36,40.57,18.68,11.21,7.47
Wheat,Sandy,8.26,2.26,215.97,65.14,103.13,1.49,50.22,18.67,54.25,4.23,4.12,High,Mid,PK,102.2,Drip,Biochar,Flood,69.36,33.42,32.7,16.71,10.03,6.68
Corn,Loamy,7.6,1.65,284.01,73.28,356.21,1.19,74.01,35.12,83.64,1.56,3.87,High,Mid,NPK,185.48,Foliar,Normal,Drip,56.57,66.32,35.76,33.16,19.9,13.26
Corn,Clay,8.08,2.29,59.48,48.17,146.73,1.58,92.82,31.36,46.91,4.62,4.64,Medium,Mid,Organic,165.19,Foliar,Controlled_Release,Drip,78.97,56.07,33.94,28.04,16.82,11.21
Rice,Clay,6.12,0.55,291.43,32.82,87.75,1.14,79.61,39.19,72.24,3.35,6.53,Medium,Initial,Urea,109.2,Drip,Controlled_Release,Drip,13.37,53.58,49.07,26.79,16.07,10.72
Citrus,Loamy,5.7,1.01,175.58,50.24,280.59,1.36,81.88,35.9,77.99,0.76,6.13,High,Initial,Urea,168.1,Foliar,Normal,Drip,67.7,65.43,38.92,32.72,19.63,13.09
Citrus,Sandy,6.51,2.11,246.27,18.09,139.72,1.29,89.12,26.39,80.53,2.7,2.61,Low,Late,Urea,104.62,Broadcast,Biochar,Flood,53.59,46.97,44.9,23.48,14.09,9.39
Rice,Loamy,7.05,1.35,206.28,68.47,55.6,1.4,70.46,35.77,73.43,3.72,2.05,Medium,Late,Organic,88.61,Foliar,Controlled_Release,Drip,23.01,40.51,45.72,20.26,12.15,8.1
Rice,Loamy,7.91,0.98,204.21,46.45,282.27,1.57,60.94,15.02,65.84,4.55,5.64,High,Late,Urea,171.22,Drip,Biochar,Sprinkler,30.59,56.77,33.16,28.38,17.03,11.35
Corn,Clay,6.69,2.09,247.19,78.77,75.34,1.16,99.61,16.25,51.02,3.73,6.49,Low,Mid,NK,181.81,Broadcast,Biochar,Flood,28.07,56.87,31.28,28.44,17.06,11.37
Vegetable,Loamy,6.31,2.14,66.36,38.07,50.79,1.17,85.6,27.39,54.35,5.19,7.24,Low,Initial,PK,146.33,Drip,Controlled_Release,Flood,21.91,47.83,32.69,23.92,14.35,9.57
Corn,Loamy,6.62,1.41,148.1,55.75,288.78,1.27,57.33,31.59,44.15,3.7,5.47,High,Late,PK,67.52,Broadcast,Controlled_Release,Sprinkler,69.59,39.42,58.38,19.71,11.83,7.88
Rice,Sandy,7.61,1.43,292.39,33.8,208.61,1.42,101.82,16.36,64.2,0.86,7.21,Low,Mid,PK,166.68,Foliar,Biochar,Drip,21.68,60.95,36.57,30.48,18.28,12.19
Citrus,Sandy,6.51,2.06,63.65,20.34,331.55,1.17,21.11,34.33,40.92,0.58,5.44,High,Late,PK,73.74,Foliar,Normal,Flood,37.81,34.37,46.61,17.18,10.31,6.87
Corn,Clay,8.44,2.04,115.7,62.83,107.51,1.17,106,33.41,53.91,4.45,4.73,High,Initial,NK,199.36,Broadcast,Controlled_Release,Drip,71.4,66.02,33.12,33.01,19.81,13.2
Vegetable,Sandy,6.02,2.23,218.03,57.07,228.75,1.5,20.34,17.86,80.3,1.44,6.88,High,Late,Organic,117.67,Foliar,Controlled_Release,Sprinkler,44.17,33.5,28.47,16.75,10.05,6.7
Corn,Loamy,7.76,1.79,75.11,64.63,90.61,1.5,29.69,26.67,71.17,0.57,2.66,High,Mid,PK,129.88,Broadcast,Biochar,Drip,10.87,37.43,28.82,18.72,11.23,7.49
Wheat,Loamy,7.27,0.87,184.17,78.61,193.4,1.44,31.76,25.1,81.22,5.97,2.54,High,Late,Organic,193.81,Foliar,Biochar,Sprinkler,76.24,54.78,28.26,27.39,16.43,10.96
Corn,Loamy,6.2,1.6,228.34,79.54,174.73,1.31,7.68,27.43,55.49,2.37,6.78,Medium,Late,PK,138,Drip,Controlled_Release,Drip,13.75,34.64,25.1,17.32,10.39,6.93
Rice,Clay,7.76,1.26,239.36,75.03,273.37,1.39,35.83,17.1,77.21,1.11,3.14,Low,Late,PK,122.81,Broadcast,Controlled_Release,Sprinkler,37.34,35.58,28.97,17.79,10.67,7.12
Citrus,Sandy,6.84,0.55,190.3,72.64,268.2,1.41,33.23,21.02,81.73,4.7,7.94,Medium,Late,Urea,91.92,Broadcast,Biochar,Drip,62.38,35.78,38.93,17.89,10.73,7.16
Citrus,Loamy,7.55,0.89,175.16,31.11,140.37,1.44,70.76,39.95,76.11,1.98,5.6,Medium,Late,NK,154.21,Foliar,Biochar,Drip,74.38,56.34,36.53,28.17,16.9,11.27
Rice,Sandy,7.49,0.91,228.47,42.79,67.74,1.22,71.78,30.48,64.98,2.54,5.58,High,Late,NPK,156.95,Foliar,Controlled_Release,Flood,73.09,60.34,38.45,30.17,18.1,12.07
Wheat,Sandy,5.83,0.66,86.26,13.28,86.67,1.36,65.86,31.27,50.42,2.81,2.76,High,Initial,Urea,119.29,Foliar,Biochar,Sprinkler,13.17,47.32,39.67,23.66,14.2,9.46
Rice,Sandy,8.02,1.41,220.13,57.89,369.52,1.6,75.57,29.82,84.88,5.89,6.88,Low,Initial,PK,99.77,Drip,Controlled_Release,Flood,63.69,43.12,43.22,21.56,12.94,8.62
Corn,Sandy,7.54,1.52,279.81,48.22,304.3,1.19,4.82,33.37,81.58,2.84,7.14,Medium,Late,PK,196.53,Drip,Normal,Drip,71.93,54.41,27.69,27.2,16.32,10.88
Rice,Clay,7.84,1.18,220.69,59.49,379.84,1.14,83.85,34.52,81.41,5.94,5.78,Low,Mid,PK,180.63,Foliar,Biochar,Sprinkler,27.8,63.58,35.2,31.79,19.07,12.72
Rice,Clay,6.84,1.32,61.63,57.66,266.2,1.13,113.85,15.28,89.63,0.79,5.81,High,Initial,PK,103.45,Drip,Controlled_Release,Drip,11.46,53.47,51.69,26.74,16.04,10.69
Wheat,Clay,6.09,1.6,176.5,29.03,357.75,1.43,75.85,25.51,88.42,1.65,4.92,Low,Late,PK,66.41,Broadcast,Biochar,Drip,68.85,34.36,51.74,17.18,10.31,6.87
Corn,Loamy,6.48,0.74,231.57,42.27,320.49,1.51,33.36,39.26,55.81,2.31,5.75,Medium,Initial,NK,116.52,Broadcast,Normal,Flood,13.53,46.58,39.98,23.29,13.97,9.32
Vegetable,Loamy,8.2,1.62,60.81,17.36,135.66,1.22,37.13,31.36,42.37,0.99,7.35,High,Initial,NK,192.56,Drip,Normal,Sprinkler,30.07,57.22,29.72,28.61,17.17,11.44
Vegetable,Loamy,8.31,1.92,240.55,15.92,312.42,1.12,91.92,37.27,91.15,4.31,7.78,High,Mid,Organic,142.37,Foliar,Controlled_Release,Sprinkler,52.08,57.64,40.49,28.82,17.29,11.53
Citrus,Clay,6.95,2.25,120.4,42.2,263.28,1.46,13.38,24.48,59.71,0.82,5.33,High,Initial,NK,103.09,Broadcast,Biochar,Flood,46.62,26.04,25.26,13.02,7.81,5.21
Rice,Sandy,6.4,1.1,197.19,48.91,109.43,1.47,44.72,17.8,93.58,1.71,3.78,Medium,Mid,PK,106.68,Drip,Biochar,Drip,42.67,36.75,34.45,18.38,11.02,7.35
Citrus,Clay,7.69,1.99,291.59,32.31,82.94,1.23,22.84,19.27,80.87,5.31,6.8,High,Late,PK,119.76,Foliar,Controlled_Release,Sprinkler,43.51,36.59,30.55,18.3,10.98,7.32
Wheat,Loamy,7.8,1.71,298.73,14.31,178.33,1.11,24.02,23.5,58.96,2.19,6.89,Medium,Mid,Organic,173.32,Drip,Biochar,Flood,50.32,44.85,25.88,22.42,13.46,8.97
Vegetable,Loamy,7.95,1.51,208.6,56.31,254.99,1.5,0.42,38.76,72.26,3.19,7.14,Medium,Initial,Organic,116.61,Foliar,Controlled_Release,Sprinkler,15.85,31.1,26.67,15.55,9.33,6.22
Rice,Sandy,5.59,2.34,172.87,57.42,244.84,1.28,106.51,39.23,90.94,1.92,2.37,Medium,Late,PK,160.33,Foliar,Controlled_Release,Flood,55.05,62.49,38.98,31.24,18.75,12.5
Wheat,Clay,5.53,1.74,94.42,32.45,218.42,1.36,38.06,36.54,46.5,0.71,2.47,High,Initial,NPK,71.29,Broadcast,Biochar,Flood,60.24,32.46,45.53,16.23,9.74,6.49
Wheat,Sandy,6.57,1.23,102.08,10.06,217.58,1.55,46.45,29,79.36,1.34,7.59,High,Late,NPK,170.01,Drip,Biochar,Flood,23.66,55.82,32.83,27.91,16.75,11.16
Rice,Clay,5.96,1.93,157.3,54.51,55.77,1.2,3.07,29.04,56.66,1.98,7.86,High,Mid,Organic,83.71,Drip,Normal,Flood,32.89,24.7,29.51,12.35,7.41,4.94
Wheat,Loamy,7.91,2.42,225.57,14.94,57.55,1.17,11.4,35.87,45.41,3.7,2.44,High,Initial,Urea,75.87,Drip,Normal,Sprinkler,47.43,28.29,37.29,14.14,8.49,5.66
Rice,Sandy,7.1,2.34,242.33,25.64,192.72,1.39,26.69,16.42,60.74,4.07,7.72,Low,Initial,Urea,111.54,Foliar,Controlled_Release,Drip,11.07,29.2,26.18,14.6,8.76,5.84
Rice,Sandy,7.98,2.46,105.48,27.35,230.31,1.43,20.56,25.53,54.26,2.7,2.44,Medium,Mid,Urea,158.9,Drip,Controlled_Release,Drip,45.26,38.38,24.15,19.19,11.51,7.68
Corn,Clay,6.03,0.69,183.85,28.45,286.44,1.3,100.73,30.66,43.05,5.6,2.7,Medium,Late,NPK,145.17,Broadcast,Normal,Flood,25.5,62.05,42.74,31.02,18.61,12.41
Citrus,Clay,7.38,1.39,197.9,53.17,282.83,1.12,114.19,17.39,93.5,1.53,7.45,Low,Late,NK,133.21,Foliar,Controlled_Release,Sprinkler,77.06,55.38,41.57,27.69,16.61,11.08
Wheat,Clay,7.24,1.37,273.27,15.54,394.79,1.14,112.24,17.16,56.31,4.91,4.66,Low,Initial,NPK,162.44,Drip,Biochar,Sprinkler,16.71,58.48,36,29.24,17.54,11.7
Wheat,Loamy,6.52,1.27,269.11,55.17,187.13,1.23,25.64,20.8,64.04,5.24,6.89,Low,Mid,PK,127.6,Foliar,Normal,Sprinkler,34.41,38.01,29.79,19,11.4,7.6
Corn,Clay,7.05,0.86,254.35,43.94,94.36,1.21,15.2,29.62,82.02,4.95,3.07,High,Late,Urea,72.46,Broadcast,Controlled_Release,Sprinkler,44.77,31.88,44,15.94,9.56,6.38
Corn,Loamy,7.27,2.16,179.17,34.41,155.34,1.26,79.2,35.94,42.75,2.72,3.53,High,Initial,Urea,177.03,Broadcast,Normal,Sprinkler,16.06,61.16,34.55,30.58,18.35,12.23
Corn,Clay,8.17,1.85,66.27,52.29,318.29,1.37,33.52,30.03,70,1.23,3.85,High,Mid,Urea,127.17,Drip,Biochar,Drip,61.83,37.7,29.65,18.85,11.31,7.54
Vegetable,Clay,5.67,1.71,133.62,71.14,135.35,1.13,6.77,31.6,83.52,1.25,4.28,Medium,Initial,NK,180.2,Foliar,Controlled_Release,Flood,14.64,41.73,23.16,20.86,12.52,8.35
Vegetable,Loamy,7.97,1.39,205.43,48.08,336.12,1.21,67.5,23,86.48,0.84,6.01,Medium,Mid,Organic,85.22,Drip,Normal,Drip,54.17,41.26,48.42,20.63,12.38,8.25
Vegetable,Clay,8.44,1.28,209.4,20.93,332.12,1.5,31.97,25.14,78.8,0.84,4.39,Medium,Late,Organic,70.68,Broadcast,Normal,Drip,47.7,28.8,40.75,14.4,8.64,5.76
Rice,Loamy,7.7,2.07,262.27,49.04,214.22,1.18,38.26,34.65,61.55,3.32,7.37,Low,Late,NPK,167.81,Drip,Controlled_Release,Drip,22.44,45.44,27.08,22.72,13.63,9.09
Wheat,Loamy,7.71,1.55,144.85,41.76,305.53,1.25,71.38,34.52,70.9,0.75,5.65,Low,Initial,Organic,188.87,Drip,Biochar,Flood,28.29,58.16,30.79,29.08,17.45,11.63
Citrus,Clay,6.15,1.72,284.16,75.84,330.42,1.33,83.68,39.74,49.95,3.68,7.06,High,Late,PK,103.09,Drip,Biochar,Flood,49.71,50.66,49.14,25.33,15.2,10.13
Rice,Clay,7.07,0.7,90.81,51.54,304.21,1.18,13.2,15.17,73.51,0.91,2.26,Low,Mid,NK,189.08,Drip,Normal,Drip,66.26,50.33,26.62,25.16,15.1,10.07
Wheat,Sandy,7.62,1.44,62.47,12.47,159.46,1.48,6.08,32.77,45.96,4.89,2,High,Late,NK,191.09,Broadcast,Controlled_Release,Sprinkler,11.11,47.93,25.08,23.96,14.38,9.59
Wheat,Clay,7.31,0.76,94.17,18.45,109.46,1.11,98.97,39.3,87.85,0.99,4.38,Low,Late,Urea,134.69,Broadcast,Biochar,Flood,50.4,62.54,46.43,31.27,18.76,12.51
Corn,Sandy,6.66,0.61,165.58,47.27,91.73,1.31,32.17,37.81,92.61,3.71,2.37,High,Late,NK,188.79,Drip,Biochar,Flood,43.71,57.38,30.39,28.69,17.21,11.48
Corn,Clay,8.32,1.88,255.73,65.66,387.2,1.37,63.08,24.13,55.8,5.02,5.01,Low,Late,PK,189.33,Foliar,Controlled_Release,Flood,75.93,54.63,28.85,27.32,16.39,10.93
